NAME,YEAR,DIRECTOR,RATINGS,REVIEWS,RATING_SCORES,POLARITY_SCORES,COMPOUND,COMPOUND_CLASSIFICATION,RATING_CLASSIFICATION
Ace in the Hole,1951,Billy Wilder, ★★★★½ , So this is basically J. Jonah Jameson in the 50s? ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Tokyo Story,1953,Yasujirō Ozu, ★★★★ , Hell of a movie to watch on the night your oldest loses her first baby tooth. ***,4.0,"{'neg': 0.33, 'neu': 0.67, 'pos': 0.0, 'compound': -0.7845}",-0.7845,neg,pos
It's Such a Beautiful Day,2012,Don Hertzfeldt, ★★★½ ," We have two lives, and the second begins when we realise we only have one. ***",3.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Wings of Desire,1987,Wim Wenders, ★★★★ ," “Why am I me, and why not you? Why am I here, and why not there? When did time begin, and where does space end? Isn't life under the sun just a dream? Isn't what I see, hear, and smell just the mirage of a world before the world? Does evil actually exist, and are there people who are really evil? How can it be that I, who am I, wasn't before I was, and that sometime I, the one I am, no longer will be the one I am?”what a gorgeous film ***",4.0,"{'neg': 0.122, 'neu': 0.817, 'pos': 0.061, 'compound': -0.7882}",-0.7882,neg,pos
All About Eve,1950,Joseph L. Mankiewicz, ★★★★★ ," Maybe the greatest film ever made about performance. Not only is it as brilliant a look into the machinations of (surrogate) Hollywood as something like Sunset Boulevard, it also examines the nature of performance and its (deleterious) effect on identity and personal agency and the perception of those around you. One need not be a great person to be a great personality; in fact, the more the personality, the less the person.Or maybe I just like movies about female sociopaths. ***",5.0,"{'neg': 0.073, 'neu': 0.784, 'pos': 0.144, 'compound': 0.7515}",0.7515,pos,pos
Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ , A film laden with grand ideas and themes - with a vision to match. Yet it's never self-serving; it's self-conscious enough to be humbled by its own perspective in the presence of both the existential and the spiritual. A rare film that recognizes not only the potential but also the limitations of cinema. No film about death has ever felt more alive. ***,5.0,"{'neg': 0.117, 'neu': 0.777, 'pos': 0.106, 'compound': -0.4235}",-0.4235,neu,pos
The Thing,1982,John Carpenter, ★★★★★ , Pardon my French but it is honestly fucked how good this movie is. ***,5.0,"{'neg': 0.238, 'neu': 0.391, 'pos': 0.371, 'compound': 0.34}",0.34,neu,pos
Solaris,1972,Andrei Tarkovsky, ★★★ , Today’s lesson: Never watch a Tarkovsky movie again if you did not get your sleep well. ***,3.0,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.2732,neu,pos
The Celebration,1998,Thomas Vinterberg, ★★★★★ ," This is such a heartwarming family film. No sickening truths revealed, no uncomfortable moments, no graphic sex, no family arguments, zero violence and pure life lessons delivered in a pleasant way. Festen is a masterpiece to be seen in family reunions and it is surely meant to help relatives in distress and separation.Happy Thanksgiving! Vinterberg is a genius.96/100 ***",5.0,"{'neg': 0.3, 'neu': 0.475, 'pos': 0.224, 'compound': -0.6588}",-0.6588,neg,pos
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick, ★★★★ ," In 7th grade science I had to do a group project on nuclear winter and we ended our presentation by playing a video we'd found on YouTube that showed the effects of nuclear winter set to Gary Jules's ""Mad World."" The video made my teacher cry and we got a 105 out of a possible 100 points ***",4.0,"{'neg': 0.108, 'neu': 0.861, 'pos': 0.031, 'compound': -0.6705}",-0.6705,neg,pos
Oppenheimer,2023,Christopher Nolan, ★★★★½ ," Kinda speechless ngl. Glad I decided to see Barbie tomorrow cause this is NOT a feature you want to pair with anything. Gonna spend the rest of the day lying down, trying to process all of this, and crying. Or maybe I'll just play more Pikmin 4 idk ***",4.5,"{'neg': 0.172, 'neu': 0.733, 'pos': 0.094, 'compound': -0.5047}",-0.5047,neg,pos
Perfect Blue,1997,Satoshi Kon, ★★★★½ ," darren aronofsky, retire bitch ***",4.5,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5859}",-0.5859,neg,pos
The Young Girls of Rochefort,1967,Jacques Demy, ★★★★½ ," This is one of those times I desperately wish I spoke French, because the ability to take in the beautiful images on screen without having to constantly draw your eyes to the subtitles almost seems like a privilege. Despite this small hindrance in an otherwise magical viewing experience, I loved every minute of Young Girls. It was everything I wanted The Umbrellas of Cherbourg to be, and much, much more. I love the sensation of being transported into a colorful, sun-soaked dream, one that contrasts so sharply to this gray, dull September afternoon. I’m so happy I finally watched this. ***",4.5,"{'neg': 0.045, 'neu': 0.692, 'pos': 0.263, 'compound': 0.9762}",0.9762,pos,pos
Good Will Hunting,1997,Gus Van Sant, None , Would have liked if they got more into the maths ***,0.0,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",0.4215,neu,neu
Se7en,1995,David Fincher, ★★★★½ , I always forget how loose Brad Pitt plays this. He’s doing the exact same thing here as he is in Burn After Reading. Every scene is like he honked a big fat line of snow the second before Fincher screamed “action.” Glorious.“That’s so mean” - my friend Amelia’s review of the final sin ***,4.5,"{'neg': 0.163, 'neu': 0.709, 'pos': 0.128, 'compound': -0.2815}",-0.2815,neu,pos
Army of Shadows,1969,Jean-Pierre Melville, ★★★★★ , Serve the good cause and die. ***,5.0,"{'neg': 0.331, 'neu': 0.424, 'pos': 0.246, 'compound': -0.25}",-0.25,neu,pos
Raging Bull,1980,Martin Scorsese, ★★★★★ , What a sunbeam of positivity and hope. ***,5.0,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,pos,pos
Life Is Beautiful,1997,Roberto Benigni, ★★★★★ , can you believe they played this at a nail salon ***,5.0,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,neu,pos
Citizen Kane,1941,Orson Welles, ★★★★★ , Underrated. ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
La Haine,1995,Mathieu Kassovitz, ★★★★★ , at some point towards the end i dropped my mug so there are shards of glass everywhere and i'm just going to pick them up with my bare hands i don't care anymore ***,5.0,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3875}",-0.3875,neu,pos
Sansho the Bailiff,1954,Kenji Mizoguchi, ★★★★★ ," Sansho the Bailiff, or as I like to say, How a mother's song found her children and cast upon them the magnetic pull of a mother's unconditional love, is perhaps Kenji Mizoguchi's greatest masterpiece.Zushio, how I long for you!Isn't life torture?Anju, how I long for you!Isn't life torture?Beautiful. Mythical. Haunting. And heartrending.I have seen Sansho the Bailiff perhaps three times, and those moments which are so emotionally affecting are never diminished. I cannot disagree with those who have come before me and declared this one of cinema's greatest treasures. ***",5.0,"{'neg': 0.04, 'neu': 0.771, 'pos': 0.189, 'compound': 0.9507}",0.9507,pos,pos
The Ascent,1977,Larisa Shepitko, None ," the unbroken half-smile of one and eyes full of tears of another linked by an invisible but scalding bridge that, like a raw nerve, devotes itself wholly to the generational succession of the grand knowing. the scalp frozen to a tree of one and the soft breath of another, saving a few hairs on his head, not yet knowing this hair will be fluttering in the wind remarkably soon, the savior being the one making the last push ***",0.0,"{'neg': 0.017, 'neu': 0.832, 'pos': 0.151, 'compound': 0.9081}",0.9081,pos,neu
Brief Encounter,1945,David Lean, ★★★★★ ,"  ""If you died you'd forget me. I want to be remembered.""  ***",5.0,"{'neg': 0.372, 'neu': 0.541, 'pos': 0.088, 'compound': -0.6369}",-0.6369,neg,pos
Modern Times,1936,Charlie Chaplin, ★★★★ ," - 1001 Movies You Must See Before You Die - He was such a master at what he did. He had a perfect character that had a funny walk, funny looks and always made a fool out of himself. He found something that worked and went with it. More often than not, it was very successful. With the direction/choreography, synced with the music, it gave off a certain energy and a certain rhythm to the film that very few other people can do. I can't imagine there will ever be someone who will make films as he did. ***",4.0,"{'neg': 0.063, 'neu': 0.752, 'pos': 0.185, 'compound': 0.902}",0.902,pos,pos
"Paris, Texas",1984,Wim Wenders, ★★★★★ , the only disservice that Harry Dean Stanton ever did to the human race was dying ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
"Life, and Nothing More...",1992,Abbas Kiarostami, ★★★★★ , Fucking EXTRAORDINARY. Discovering Abbas Kiarostami has been like discovering fucking Jesus Christ so far. His cinematic language is a complete revelation to me and it’s giving me the same tingling in my penis like when I first discovered Wong Kar-wai and Takeshi Kitano. Unreal. ***,5.0,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.7506}",0.7506,pos,pos
A Special Day,1977,Ettore Scola, ★★★★★ ," This review may contain spoilers. I can handle the truth.  Marcello Mastroianni: I'm a queer! A pansy! A homosexual! .... A faggot!!!!Me, crying: BITCH ME TOO! THE FUCK!!!!!anyways he's so sexy I can't believe I didn't know he played a gay before  ***",5.0,"{'neg': 0.228, 'neu': 0.632, 'pos': 0.14, 'compound': -0.6335}",-0.6335,neg,pos
Interstellar,2014,Christopher Nolan, None ," This review may contain spoilers. I can handle the truth.  My dad died when I was sixteen. He was my best friend & the most extraordinary person I’ve ever known. The last conversation we ever had involved me holding his hand in a hospital room. One of the final things he gave me was his watch. I wear it every day. Needless to say, “because my dad promised me” makes me full on weep every time.  ***",0.0,"{'neg': 0.083, 'neu': 0.741, 'pos': 0.176, 'compound': 0.7964}",0.7964,pos,neu
Mirror,1975,Andrei Tarkovsky, ★★★★★ ," In Soviet Russia, mind bends you. ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Nostalgia,1983,Andrei Tarkovsky, ★★★★½ ," 9/10My second watch.Maybe the Tarkovsky I understand the most and also maybe the easiest to watch. That's not to say that his other films are too complicated for me to enjoy, nor that this one isn't challenging and thought-provoking, but for some reason Nostalgia is the one that comes together in a way that makes perfect sense to me. I feel like I can trace my investment in arthouse as a cinematic form to the moment I first witnessed the final twenty perfect minutes of this movie. Indescribably moving. Not quite a 10 (yet?), but very nearly there. ***",4.5,"{'neg': 0.012, 'neu': 0.822, 'pos': 0.166, 'compound': 0.9526}",0.9526,pos,pos
The Handmaiden,2016,Park Chan-wook, ★★★★½ , This review may contain spoilers. I can handle the truth.  u know it was directed by a dude when they fucking scissor lmao  ***,4.5,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7564}",0.7564,pos,pos
Saving Private Ryan,1998,Steven Spielberg, ★★★★ ," click, pew, pew, pew...crack, crack, crack, clink... blam, blam, blam, blam, boom, boom, boom...clonk... crack, crack, crack, crack, crak boom, boom, boom, boom blam, blam, blam... clink, clonk...DHAT-DHAT-DHAT-DHAT-DHAT-DHAT-DHAT-DHATTCK-TCK-TCK-TCK-TCK-TCKRAT-A-TAT-A-TAT-A-TAT-TAT-ABBBBRRRRRRRRRTTTTTTTTTT...thwiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiwwwff....BOOOMMMMMMMMMMMMMMMM......!!!!!!!! ***",4.0,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.5216}",-0.5216,neg,pos
The Battle of Algiers,1966,Gillo Pontecorvo, ★★★★★ , antifa is so cool ***,5.0,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.4572}",0.4572,neu,pos
"4 Months, 3 Weeks and 2 Days",2007,Cristian Mungiu, ★★★★★ , As brutal and nerve-wracking as this is I always love revisiting it. I don't hesitate one bit to call this a masterpiece and a masterclass in suspense. Most of it is handheld with really long takes which add so much to the oppressive atmosphere of 1980s Romania. ***,5.0,"{'neg': 0.12, 'neu': 0.688, 'pos': 0.192, 'compound': 0.6235}",0.6235,pos,pos
Andrei Rublev,1966,Andrei Tarkovsky, ★★★★ ," My third Tarkovsky film and it's *still* a film I appreciate a lot more than I love.This is a packed film. Filled to the brim with a lot of truths and a lot of conflict about religion, history and art. An ambitious story that's clearly very personal to Tarkovsky. And once again, it's brought to life spectacularly. Swooping wide shots, every angle beautifully composed, getting into the nitty and gritty of all the conflicts that Rublev lived through. A thoroughly beautiful production.Unfortunately, it just didn't work that well for me. I really wanted it to, but it didn't. A wonderful production nonetheless. ***",4.0,"{'neg': 0.085, 'neu': 0.795, 'pos': 0.121, 'compound': 0.4103}",0.4103,neu,pos
Oldboy,2003,Park Chan-wook, ★★★★★ , This review may contain spoilers. I can handle the truth.  Reuniting With My Daughter After 15 Years GONE WRONG  ***,5.0,"{'neg': 0.166, 'neu': 0.735, 'pos': 0.099, 'compound': -0.368}",-0.368,neu,pos
Throne of Blood,1957,Akira Kurosawa, ★★★★½ ," When you play the game of thrones you win, or you die. Arrows as shadows in a grim castle covered in fog, Toshiro Mifune amplifying his Rashomon-tier madness -- as if it's possible! -- as a whirlwind of consequences shakes a fortress at its very foundation. Tragedy looms, guilt sticks like unfading blood stains.Full of scorpions is my mind..Kurosawa adapts Shakespeare with unparalleled energy, this time it's a tale of survival. Geometric beauty and sweeping landscapes are both frequent guests by now, Kurosawa's haunting screen composition never ceases to amaze. ***",4.5,"{'neg': 0.216, 'neu': 0.655, 'pos': 0.129, 'compound': -0.8684}",-0.8684,neg,pos
Harakiri,1962,Masaki Kobayashi, ★★★★★ , This review may contain spoilers. I can handle the truth.  I actually thought Hanshiro Tsugumo would win the end battle.  ***,5.0,"{'neg': 0.105, 'neu': 0.648, 'pos': 0.247, 'compound': 0.5423}",0.5423,pos,pos
Mirror,1975,Andrei Tarkovsky, ★★★★★ , proud of not sleeping or thinking about sleeping during a tarkovsky film! kinda enjoyed watching it too????? ***,5.0,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8105}",0.8105,pos,pos
Scenes from a Marriage,1974,Ingmar Bergman, ★★★½ , liv ullman being like 'it's so weird how i like sex now' is a great post-divorce mood[full 6-hr television version] ***,3.5,"{'neg': 0.076, 'neu': 0.575, 'pos': 0.349, 'compound': 0.7968}",0.7968,pos,pos
Spirited Away,2001,Hayao Miyazaki, ★★★★★ , It's Spirited Away what the hell else do you need to know ***,5.0,"{'neg': 0.257, 'neu': 0.615, 'pos': 0.128, 'compound': -0.5106}",-0.5106,neg,pos
The Battle of Algiers,1966,Gillo Pontecorvo, ★★★★ ," Compellingly told from both sides and impeccably photographed. Feels like a documentary in the sense that we understand and maybe even empathize with both the French and Algerians, making their escalating violence against one another increasingly upsetting. Fascinating how the camera is able to silently convey the tremendous human cost of a revolution, but even more impressively its grave importance and unstoppable momentum. ***",4.0,"{'neg': 0.139, 'neu': 0.708, 'pos': 0.153, 'compound': 0.2718}",0.2718,neu,pos
A Special Day,1977,Ettore Scola, ★★★★ , a special gay ***,4.0,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,neu,pos
An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ," ""I won't shout it from the rooftops, but it's pretty nice. "" -Shin Horie, Metaphors!Watching an Ozu film feels like going to an intimate steakhouse with only a handful of tables and being told that the menu is only steak with potatoes and asparagus.... but then you have the steak, potatoes and asparagus and it ends up being like the best steak, potatoes and asparagus that you've ever had. An Autumn Afternoon is very good. ***",4.0,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.9796}",0.9796,pos,pos
Vertigo,1958,Alfred Hitchcock, ★★★★ , midge- listen to me! midge was a lesbian! ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Solaris,1972,Andrei Tarkovsky, ★★★★★ ," ""We don't need other worlds. We need a mirror.""Materialization of conception, losing touch with nature and reality and falling in love with a mechanical reproduction of memory. Or is that despair our nature? Based on its reputation I had a lot of ideas about what this was and space Vertigo was not one of them lol. One of the straight up scariest endings of any film ever. ***",5.0,"{'neg': 0.089, 'neu': 0.79, 'pos': 0.121, 'compound': 0.5267}",0.5267,pos,pos
Whiplash,2014,Damien Chazelle, ★★★★★ , This review may contain spoilers. I can handle the truth.  if I stub my toe I have to cancel all my plans but neiman gets in a car accident and still try hards his ass off?? stop attacking me like this  ***,5.0,"{'neg': 0.328, 'neu': 0.58, 'pos': 0.092, 'compound': -0.9282}",-0.9282,neg,pos
A Special Day,1977,Ettore Scola, ★★★★★ ," tonight I'm thinking about the quote : ,,with every good movie I see, I feel reborn"" and with this film it was the case. not trying to be dramatic but I would die for marcello mastroianni and sophia loren ***",5.0,"{'neg': 0.13, 'neu': 0.823, 'pos': 0.047, 'compound': -0.6597}",-0.6597,neg,pos
The Seventh Seal,1957,Ingmar Bergman, ★★★★½ , if i played wii sports tennis with death he would simply lose ***,4.5,"{'neg': 0.367, 'neu': 0.5, 'pos': 0.133, 'compound': -0.6369}",-0.6369,neg,pos
Winter Light,1963,Ingmar Bergman, ★★★★★ ," “It’s a hideous parody when you ape her.”“I never knew her.”the issues of man conflated with the issues of God. spending your life praying for something you don’t believe in, a fate worse than hell. a film haunted by the silence. ***",5.0,"{'neg': 0.219, 'neu': 0.688, 'pos': 0.093, 'compound': -0.802}",-0.802,neg,pos
Fantastic Mr. Fox,2009,Wes Anderson, ★★★★ ," This review may contain spoilers. I can handle the truth.  everyone is like ""oh ash is totally me!!!"". ok i'm the evil little rat voiced by willem dafoe who ends up dead in a sewer  ***",4.0,"{'neg': 0.209, 'neu': 0.632, 'pos': 0.159, 'compound': -0.6483}",-0.6483,neg,pos
Oldboy,2003,Park Chan-wook, ★★★★½ ," Loved this movie, but all the real joy of its plotting was stolen from me by college kids who found it off a list of ""underrated mindfuck"" movies in the '10s and delighted in detailing all the ""most epic"" parts to anyone who was willing to listen. And boy, was I!Really funny to imagine an American producer watching Dae-su pop on screen and going ""Ohhhhhh yeah. That's Josh Brolin."" ***",4.5,"{'neg': 0.05, 'neu': 0.73, 'pos': 0.221, 'compound': 0.9407}",0.9407,pos,pos
Still Walking,2008,Hirokazu Kore-eda, ★★★★★ , such is life! :') ***,5.0,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.5562}",0.5562,pos,pos
Barry Lyndon,1975,Stanley Kubrick, ★★★★ , and just as marina foretold: the primadonna life the rise and fall ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Red Shoes,1948,Emeric Pressburger, ★★★★ ," honestly I’m so mad at how dirty they did this girl!!! no betches, but men are trash!!!!! ***",4.0,"{'neg': 0.303, 'neu': 0.61, 'pos': 0.087, 'compound': -0.6078}",-0.6078,neg,pos
Scenes from a Marriage,1974,Ingmar Bergman, ★★★ , don't get married ***,3.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Late Spring,1949,Yasujirō Ozu, ★★★★★ ," Poem I wrote when I first watched this film:a whistle blowsa bell ringsa new door opensThe train moves onwhat may come?a chance?a choice?a fleeting spark of connectioncreating a tight grasp of bliss we can not let gothe train arrives, now we must go through the open doorits welcoming, but the urge to look back irks us ***",5.0,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.6474}",0.6474,pos,pos
Princess Mononoke,1997,Hayao Miyazaki, ★★★★½ , do you ever be like        ghibli             ghibli    ghibli       ghibli      ghibli  ghibli                           ghibli     ghibli                    ghibli          ghibli            ghibli                     ghibli ***,4.5,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,neu,pos
The Lives of Others,2006,Florian Henckel von Donnersmarck, ★ ," This review may contain spoilers. I can handle the truth.  incredible how this film is boring, sexist, AND anti-communist at the same time. drenched in the painfully liberal german disdain for the GDR [will be part of an essay on anti-communism in german film in the future]. anyways, great example of german oscarbait!  ***",1.0,"{'neg': 0.143, 'neu': 0.756, 'pos': 0.101, 'compound': -0.4003}",-0.4003,neu,pos
Late Spring,1949,Yasujirō Ozu, ★★★★★ , my girl noriko didnt need a husband!!! ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry, ★★★★★ ," If love is a drug, a breakup is like an abstinence syndrome. You want it even more when it’s gone. And even though the memory of it fucking hurts, it’s hard to move on, cause that pain reminds you the joy you felt was real.And since we’re talking about drugs, this movie is my heroin ***",5.0,"{'neg': 0.167, 'neu': 0.663, 'pos': 0.17, 'compound': 0.0627}",0.0627,neu,pos
Ran,1985,Akira Kurosawa, ★★★★★ , if Kurosawa made a 3 hour film of just clouds and grass I’d probably watch it every day ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
"4 Months, 3 Weeks and 2 Days",2007,Cristian Mungiu, ★★★★½ , Bro the last 30 minutes of this movie had my heart RACING. This was so so intense in the best way. I felt so much empathy for these characters and the way we followed their story made me feel so connected to them. I feel like my heart is so heavy right now but this film was so beautiful. This is so important and I think everyone should see it. Let women be in control of their own bodies!!! ***,4.5,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.9502}",0.9502,pos,pos
Do the Right Thing,1989,Spike Lee, ★★★★★ ," 100 Endless, boundary-breaking space - Lee creates moments that seem to spread out over an imaginary audience, the characters expressing in theatrical quips and soliloquies for a watchful crowd, but then the camera will track back or rush in for a close up, and the street extends further and further, the setting sun marking its doom. There are few greater movies. ***",5.0,"{'neg': 0.055, 'neu': 0.845, 'pos': 0.101, 'compound': 0.25}",0.25,neu,pos
Back to the Future,1985,Robert Zemeckis, ★★★★★ ," Even on an airplane, Back to the Future is still one of those films that can only be described as ""comfort food."" It makes me feel all warm and happy inside. ***",5.0,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.7964}",0.7964,pos,pos
La Notte,1961,Michelangelo Antonioni, ★★★★★ , First-ever viewing! I found this so powerful that I might actually try watching good movies again. Pauline Kael: wrong yet again. Eight months into a pandemic I felt very jealous of the characters for getting to go to a party. ***,5.0,"{'neg': 0.136, 'neu': 0.661, 'pos': 0.203, 'compound': 0.4793}",0.4793,neu,pos
The Prestige,2006,Christopher Nolan, ★★★★ , This review may contain spoilers. I can handle the truth.  producer: but we already have a dead wife in this film!nolan: *dj khaled voice* ANOTHER ONE!!!!  ***,4.0,"{'neg': 0.224, 'neu': 0.724, 'pos': 0.052, 'compound': -0.816}",-0.816,neg,pos
Sweet Smell of Success,1957,Alexander Mackendrick, ★★★★½ ," ""The cat's in the bag and the bag's in the river."" ***",4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Z,1969,Costa-Gavras, ★★★★★ ," Absolutely thrilling, chilling and essential. The way this film unfolds is enthralling as every character is viciously fleshed out, pulled in and out of the narrative, while the editing makes superb use of its own limits to create a relentless narrative feature that remains tragically relevant more than half a century after its release. Its sense of immediacy, style and forceful storytelling has no comparison. Z should be required viewing, especially by those interested in pursuing a career in politics. The ending left me cold and sitting there spellbound. ***",5.0,"{'neg': 0.095, 'neu': 0.767, 'pos': 0.137, 'compound': 0.6344}",0.6344,pos,pos
Saving Private Ryan,1998,Steven Spielberg, ★★★★½ , absolutely lost my shit when Vin Diesel showed up ***,4.5,"{'neg': 0.447, 'neu': 0.553, 'pos': 0.0, 'compound': -0.7548}",-0.7548,neg,pos
The Human Condition II: Road to Eternity,1959,Masaki Kobayashi, None , Sherman: War is Hell.Kobayashi: Hold my beer. ***,0.0,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg,neu
An Elephant Sitting Still,2018,Hu Bo, None ," Recommend by gr1ff09 Why did you guys recommend some of the most genuine films I've ever scene? Especially you, gr1ff09! Both films you've recommended have absolutely wrecked me!So many of these recommendations have left me more speechless than anything beforehand, and learning what happened to Bo Hu just made the experience all more impactful. I don't know what to say. Watch this, I can't ask you to watch this one enough, because it truly is phenomenal in every way. ***",0.0,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.8513}",0.8513,pos,neu
Rear Window,1954,Alfred Hitchcock, ★★★★★ ," This review may contain spoilers. I can handle the truth.  I love this more than I should. I swear to God everytime the murderer looks straight into the camera, I freeze.  ***",5.0,"{'neg': 0.161, 'neu': 0.53, 'pos': 0.31, 'compound': 0.5627}",0.5627,pos,pos
The Godfather: Part II,1974,Francis Ford Coppola, ★★★★★ , don’t get me wrong it’s no shrek 2 but it sure is one of cinema’s finest sequels ***,5.0,"{'neg': 0.177, 'neu': 0.68, 'pos': 0.143, 'compound': 0.0772}",0.0772,neu,pos
Lawrence of Arabia,1962,David Lean, ★★★★ ," **sand politics**I have a great appreciation for this film. Denis Villeneuve has gone on record to say this film has inspired some of his work. Although it is a long watch, Lawrence’s Character is extremely fascinating. I don’t recommend this for everyone. ***",4.0,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9528}",0.9528,pos,pos
The Dark Knight,2008,Christopher Nolan, ★★★★ , Michael Caines best performance since Jaws 4: The Revenge ***,4.0,"{'neg': 0.218, 'neu': 0.513, 'pos': 0.269, 'compound': 0.2023}",0.2023,neu,pos
The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson, ★★★★½ ," what's better than this, guys bein dudes ***",4.5,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,neu,pos
Pather Panchali,1955,Satyajit Ray, ★★★★ , very beautiful & sad. inspired me to watch older movies again because i'm clearly missing out ***,4.0,"{'neg': 0.207, 'neu': 0.408, 'pos': 0.385, 'compound': 0.6983}",0.6983,pos,pos
Z,1969,Costa-Gavras, ★★★ , Nothing like the classic bonk-on-the-noggin to get the job done. ***,3.0,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2755}",-0.2755,neu,pos
Oldboy,2003,Park Chan-wook, ★★★★★ , me when i catch the octopus from my octopus teacher ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Godfather,1972,Francis Ford Coppola, ★★★★★ ," Leave the gun, take the cannoli ***",5.0,"{'neg': 0.419, 'neu': 0.581, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neu,pos
Before Sunset,2004,Richard Linklater, ★★★★ , I just want to hear Célines song about her cat ***,4.0,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,neu,pos
Fargo,1996,Joel Coen, ★★★★½ ," The entire Fargo movie but everytime they say ""Yeah"", it gets faster. ***",4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Green Mile,1999,Frank Darabont, ★★ , HE HEALED A UTI?! ***,2.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Empire Strikes Back,1980,Irvin Kershner, ★★★★½ ," my religions teacher once said ""do or do not, there is no try"" and my friend leaned over and whispered ""which part of the bible is that from?"" ***",4.5,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.6234}",0.6234,pos,pos
Pulp Fiction,1994,Quentin Tarantino, ★½ , This took me over a month to watch and I hate Quincey Tarantula's foot fetish ***,1.5,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg,pos
The Bridge on the River Kwai,1957,David Lean, ★★★★★ ," Destroying a bridge or destroying ourselves. You decide, folks!In the end, it's all madness. ***",5.0,"{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.8858}",-0.8858,neg,pos
